TotalEarnings,Age,Gender,EconomicStatus,PartnersEconomicStatus,AgeBand,WorkingStatus,HighestEducationalLevel,EmploymentType,SocioEconomicGroup,AnnualNetHouseholdIncome,EmploymentStatus,PropertyType,TotalSavings,CreditCardDebt,LoanDebt,HousingCostMonthly,FinancialHealth,EconomicStat,PartnerEconomicStat,Occupation
7000,59,Male,5,1,56-60,"Couple, one works",Degree and Professional Qualifications (SVQ Level 4),9,Inadequately described and not stated,£40001,5,Own it outright,"£1,000 or more",No,No,NA,Get by alright,Retired,Self-Employed,Not classified
62000,51,Male,2,2,51-55,Working Couple,HNC/HND (SVQ Level 4),2,Employers and managers - small establishments,£40001,2,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,430,Manage very well,Full-Time,Full-Time,Lower managerial and professional occupations
15000,62,Male,5,1,61-65,"Couple, one works",Highers and A-Levels (SVQ Level 3),4,Farmers - employers and managers,£25001 - £30000,5,Buying with mortgage/loan,"£1,000 or more",No,No,240,Manage very well,Retired,Self-Employed,Small employers and own account workers
29000,43,Male,3,3,41-45,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£30001 - £40000,3,Own it outright,"£1,000 or more",No,No,NA,Get by alright,Part-Time,Part-Time,Lower managerial and professional occupations
40000,28,Male,2,1,26-30,Working Couple,Highers and A-Levels (SVQ Level 3),1,Professional workers - employees,£40001,1,Buying with mortgage/loan,"Less than £1,000",Yes,No,630,Manage quite well,Full-Time,Self-Employed,Higher managerial and professional occupations
39000,48,Male,2,2,46-50,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,300,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
31000,37,Male,1,3,36-40,Working Couple,Highers and A-Levels (SVQ Level 3),4,Own account workers (other than professional),£30001 - £40000,3,Buying with mortgage/loan,"£1,000 or more",Yes,No,410,Manage quite well,Self-Employed,Part-Time,Small employers and own account workers
41000,38,Male,2,2,41-45,Working Couple,Highers and A-Levels (SVQ Level 3),5,Skilled manual workers,£40001,2,Buying with mortgage/loan,Refusal,No,No,500,Get by alright,Full-Time,Full-Time,Lower supervisory and technical occupations
38000,36,Male,2,2,36-40,Working Couple,Highers and A-Levels (SVQ Level 3),2,Intermediate non-manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,500,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
28000,35,Male,2,3,31-35,Working Couple,NA,7,Skilled manual workers,£25001 - £30000,2,Rents (including rents paid by housing benefit),No savings,No,No,410,Get by alright,Full-Time,Part-Time,Routine occupations
28000,51,Female,2,NA,51-55,Single Working Adult,HNC/HND (SVQ Level 4),2,Intermediate non-manual workers,£25001 - £30000,2,Buying with mortgage/loan,"£1,000 or more",Yes,Yes,330,Manage quite well,Full-Time,NA,Lower managerial and professional occupations
46000,47,Male,13,13,46-50,"Couple, neither work",HNC/HND (SVQ Level 4),2,Employers and managers - small establishments,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,1000,Manage quite well,NA,NA,Lower managerial and professional occupations
0,47,Male,10,NA,46-50,Non-Working Single,Degree and Professional Qualifications (SVQ Level 4),5,Skilled manual workers,£10001 -£15000,10,Rents (including rents paid by housing benefit),"Less than £1,000",No,No,240,Have some financial difficulties,Disabled,NA,Lower supervisory and technical occupations
24000,39,Male,2,4,36-40,"Couple, one works",Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£20001 - £25000,4,Living here rent free,"Less than £1,000",No,No,NA,Manage quite well,Full-Time,Homemaker,Higher managerial and professional occupations
35000,33,Male,2,2,26-30,Working Couple,HNC/HND (SVQ Level 4),1,Intermediate non-manual workers,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,670,Manage quite well,Full-Time,Full-Time,Higher managerial and professional occupations
20000,61,Male,2,NA,61-65,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),7,Unskilled manual workers,£20001 - £25000,2,Rents (including rents paid by housing benefit),No savings,Yes,No,450,Get by alright,Full-Time,NA,Routine occupations
24000,58,Female,2,NA,56-60,Single Working Adult,No Qualifications,6,Semi-skilled manual workers,£20001 - £25000,2,Buying with mortgage/loan,"£1,000 or more",No,No,430,Get by alright,Full-Time,NA,Semi-routine occupations
31000,36,Male,2,3,26-30,Working Couple,Standard Grade (SVQ Level 1 and 2),3,Junior non-manual workers,£30001 - £40000,3,Buying with mortgage/loan,"£1,000 or more",No,No,580,Manage quite well,Full-Time,Part-Time,Intermediate occupations
20000,45,Male,2,10,36-40,"Couple, one works",Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£30001 - £40000,10,Buying with mortgage/loan,"£1,000 or more",No,No,700,Manage quite well,Full-Time,Disabled,Lower managerial and professional occupations
30000,58,Male,2,NA,56-60,Single Working Adult,NA,6,Semi-skilled manual workers,£25001 - £30000,2,Buying with mortgage/loan,"£1,000 or more",No,No,500,Manage quite well,Full-Time,NA,Semi-routine occupations
47000,49,Male,2,2,46-50,Working Couple,Standard Grade (SVQ Level 1 and 2),5,Foremen and supervisors,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,520,Get by alright,Full-Time,Full-Time,Lower supervisory and technical occupations
43000,52,Male,2,2,51-55,Working Couple,Standard Grade (SVQ Level 1 and 2),7,Skilled manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,400,Get by alright,Full-Time,Full-Time,Routine occupations
31000,48,Male,2,NA,46-50,Single Working Adult,HNC/HND (SVQ Level 4),5,Skilled manual workers,£30001 - £40000,2,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,380,Manage very well,Full-Time,NA,Lower supervisory and technical occupations
44000,55,Male,2,3,51-55,Working Couple,Highers and A-Levels (SVQ Level 3),2,Employers and managers - small establishments,£40001,2,Own it outright,"£1,000 or more",Yes,Yes,NA,Manage quite well,Full-Time,Part-Time,Lower managerial and professional occupations
50000,47,Male,2,3,46-50,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£40001,2,Buying with mortgage/loan,"Less than £1,000",Yes,No,800,Manage quite well,Full-Time,Part-Time,Higher managerial and professional occupations
0,54,Female,2,6,51-55,"Couple, one works",Standard Grade (SVQ Level 1 and 2),1,Employers and managers - large establishments,NA,6,Buying with mortgage/loan,"Less than £1,000",No,No,600,Get by alright,Full-Time,Unemployed,Higher managerial and professional occupations
20000,57,Female,2,NA,56-60,Single Working Adult,HNC/HND (SVQ Level 4),3,Junior non-manual workers,£20001 - £25000,2,Rents (including rents paid by housing benefit),"Less than £1,000",Yes,No,340,Get by alright,Full-Time,NA,Intermediate occupations
34000,62,Male,2,4,61-65,"Couple, one works",Degree and Professional Qualifications (SVQ Level 4),5,Foremen and supervisors,£30001 - £40000,2,Own it outright,"£1,000 or more",No,No,NA,Manage quite well,Full-Time,Homemaker,Lower supervisory and technical occupations
48000,51,Male,2,3,46-50,Working Couple,Highers and A-Levels (SVQ Level 3),5,Foremen and supervisors,£40001,3,Own it outright,"£1,000 or more",Yes,No,NA,Manage quite well,Full-Time,Part-Time,Lower supervisory and technical occupations
62000,45,Female,2,2,41-45,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£40001,2,Own it outright,"£1,000 or more",Yes,No,NA,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
28000,34,Male,2,3,31-35,Working Couple,Highers and A-Levels (SVQ Level 3),2,Intermediate non-manual workers,£25001 - £30000,2,Rents (including rents paid by housing benefit),No savings,Yes,No,400,Have some financial difficulties,Full-Time,Part-Time,Lower managerial and professional occupations
0,38,Female,4,NA,36-40,Non-Working Single,Highers and A-Levels (SVQ Level 3),2,Intermediate non-manual workers,£10001 -£15000,4,Rents (including rents paid by housing benefit),No savings,No,No,330,Get by alright,Homemaker,NA,Lower managerial and professional occupations
24000,26,Female,2,NA,26-30,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£20001 - £25000,2,Rents (including rents paid by housing benefit),"Less than £1,000",Yes,No,700,Manage quite well,Full-Time,NA,Lower managerial and professional occupations
20000,48,Female,2,NA,46-50,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£20001 - £25000,2,Buying with mortgage/loan,"£1,000 or more",Yes,Yes,530,Manage quite well,Full-Time,NA,Lower managerial and professional occupations
19000,33,Male,2,NA,31-35,Single Working Adult,Standard Grade (SVQ Level 1 and 2),7,Skilled manual workers,£15001 - £20000,2,Rents (including rents paid by housing benefit),"Less than £1,000",No,No,470,Get by alright,Full-Time,NA,Routine occupations
60000,52,Male,2,NA,51-55,Single Working Adult,HNC/HND (SVQ Level 4),5,Foremen and supervisors,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,720,Manage very well,Full-Time,NA,Lower supervisory and technical occupations
0,30,Male,6,6,26-30,"Couple, neither work",NA,4,Own account workers (other than professional),£15001 - £20000,6,Rents (including rents paid by housing benefit),"Less than £1,000",Yes,No,330,Have some financial difficulties,Unemployed,Unemployed,Small employers and own account workers
42000,53,Male,2,3,51-55,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,240,Manage very well,Full-Time,Part-Time,Lower managerial and professional occupations
15000,41,Female,2,NA,41-45,Single Working Adult,HNC/HND (SVQ Level 4),3,Junior non-manual workers,£15001 - £20000,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,370,Manage very well,Full-Time,NA,Intermediate occupations
37000,51,Male,2,3,41-45,Working Couple,HNC/HND (SVQ Level 4),7,Skilled manual workers,£30001 - £40000,3,Buying with mortgage/loan,"£1,000 or more",Yes,No,500,Manage quite well,Full-Time,Part-Time,Routine occupations
0,57,Male,10,NA,56-60,Non-Working Single,Other Qualifications,9,Inadequately described and not stated,£6001 - £10000,10,Own it outright,"Less than £1,000",No,No,NA,Manage quite well,Disabled,NA,Not classified
9000,59,Male,1,NA,56-60,Single Working Adult,Other Qualifications,7,Skilled manual workers,£6001 - £10000,1,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,330,Manage quite well,Self-Employed,NA,Routine occupations
0,47,Female,10,10,46-50,"Couple, neither work",HNC/HND (SVQ Level 4),5,Foremen and supervisors,£15001 - £20000,10,Rents (including rents paid by housing benefit),No savings,No,No,370,Manage quite well,Disabled,Disabled,Lower supervisory and technical occupations
54000,46,Female,2,2,56-60,Working Couple,Standard Grade (SVQ Level 1 and 2),2,Intermediate non-manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,320,Get by alright,Full-Time,Full-Time,Lower managerial and professional occupations
3000,37,Female,2,NA,36-40,Single Working Adult,Other Qualifications,4,Own account workers (other than professional),£10001 -£15000,2,Rents (including rents paid by housing benefit),No savings,No,No,360,Get by alright,Full-Time,NA,Small employers and own account workers
50000,39,Male,2,4,36-40,"Couple, one works",NA,5,Foremen and supervisors,£40001,4,Own it outright,"£1,000 or more",Yes,No,NA,Manage very well,Full-Time,Homemaker,Lower supervisory and technical occupations
37000,56,Male,2,2,56-60,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£40001,2,Own it outright,"£1,000 or more",Yes,No,NA,Manage very well,Full-Time,Full-Time,Lower managerial and professional occupations
11000,41,Male,1,4,31-35,"Couple, one works",Highers and A-Levels (SVQ Level 3),2,Intermediate non-manual workers,£10001 -£15000,4,Buying with mortgage/loan,"Less than £1,000",Yes,No,1000,Get by alright,Self-Employed,Homemaker,Lower managerial and professional occupations
20000,25,Female,2,NA,21-25,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£15001 - £20000,2,Rents (including rents paid by housing benefit),"Less than £1,000",No,No,500,Manage very well,Full-Time,NA,Lower managerial and professional occupations
62000,52,Male,2,2,46-50,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,300,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
25000,50,Female,2,NA,46-50,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£20001 - £25000,2,Buying with mortgage/loan,"£1,000 or more",No,No,270,Manage quite well,Full-Time,NA,Lower managerial and professional occupations
46000,54,Male,2,1,51-55,Working Couple,Standard Grade (SVQ Level 1 and 2),2,Employers and managers - small establishments,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,540,Get by alright,Full-Time,Self-Employed,Lower managerial and professional occupations
62000,41,Male,2,3,41-45,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Employers and managers - large establishments,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,1000,Get by alright,Full-Time,Part-Time,Higher managerial and professional occupations
26000,48,Female,3,3,46-50,Working Couple,HNC/HND (SVQ Level 4),2,Junior non-manual workers,£25001 - £30000,3,Own it outright,"£1,000 or more",Yes,No,NA,Manage very well,Part-Time,Part-Time,Lower managerial and professional occupations
29000,59,Female,3,NA,31-35,Single Working Adult,Highers and A-Levels (SVQ Level 3),4,Own account workers (other than professional),£25001 - £30000,1,Own it outright,Refusal,No,No,NA,Manage quite well,Part-Time,NA,Small employers and own account workers
36000,51,Female,1,2,51-55,Working Couple,Highers and A-Levels (SVQ Level 3),2,Employers and managers - small establishments,£30001 - £40000,1,Buying with mortgage/loan,No savings,Yes,No,750,Manage very well,Self-Employed,Full-Time,Lower managerial and professional occupations
62000,56,Male,3,2,51-55,Working Couple,Highers and A-Levels (SVQ Level 3),2,Intermediate non-manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,670,Get by alright,Part-Time,Full-Time,Lower managerial and professional occupations
37000,27,Male,2,2,26-30,Working Couple,Degree and Professional Qualifications (SVQ Level 4),5,Foremen and supervisors,£30001 - £40000,2,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,700,Get by alright,Full-Time,Full-Time,Lower supervisory and technical occupations
